<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20201123,120000,18769.8500000,18769.8500000,18582.3800000,18585.0100000,505
20201123,130000,18585.0100000,18658.8700000,18500.0000000,18637.9600000,505
20201123,140000,18639.2800000,18683.1400000,18355.4000000,18622.6900000,1175
20201123,150000,18619.2100000,18719.9900000,18521.0900000,18559.0800000,1293
20201123,160000,18552.6900000,18578.9400000,18249.1000000,18281.6300000,1467
20201123,170000,18283.5700000,18425.0000000,18158.7800000,18398.0500000,1128
20201123,180000,18399.8000000,18482.3500000,18334.6500000,18358.7100000,652
20201123,190000,18359.0100000,18439.6600000,18296.5100000,18357.9200000,558
20201123,200000,18357.9300000,18479.5900000,18315.2300000,18459.8900000,522
20201123,210000,18462.6800000,18499.9400000,18367.2200000,18397.5400000,638
20201123,220000,18397.5400000,18473.0900000,18344.6300000,18422.0200000,1017
20201123,230000,18422.0100000,18489.5600000,18363.6100000,18435.5600000,565
20201124,000000,18435.5400000,18457.3900000,18294.6500000,18384.8200000,648
20201124,010000,18384.8200000,18391.2100000,18222.0000000,18375.7000000,581
20201124,020000,18375.0200000,18550.0000000,18345.9700000,18485.1100000,895
20201124,030000,18485.1000000,18499.9400000,18360.0000000,18360.0000000,582
20201124,040000,18360.0000000,18424.5800000,18343.2500000,18367.3900000,444
20201124,050000,18367.2500000,18466.8200000,18307.0100000,18462.6700000,606
20201124,060000,18462.6700000,18462.6700000,18318.0000000,18350.1300000,843
20201124,070000,18347.4400000,18414.8500000,18052.0200000,18413.6700000,1512
20201124,080000,18414.9600000,18468.2000000,18383.6700000,18392.3900000,321
20201124,090000,18392.3900000,18640.9300000,18392.3900000,18638.7500000,506
20201124,100000,18638.7500000,19040.0000000,18572.0000000,18982.5300000,2813
20201124,110000,18990.5900000,19100.0000000,18703.5000000,18896.6000000,1566
20201124,120000,18896.5900000,19080.0000000,18855.9200000,19077.0000000,842
20201124,130000,19075.0000000,19266.8400000,18975.7900000,19195.8000000,1929
20201124,140000,19192.6600000,19332.9500000,19122.3000000,19205.0400000,1441
20201124,150000,19205.0200000,19420.0000000,19126.5000000,19419.9900000,1807
20201124,160000,19419.9900000,19450.0000000,19273.2400000,19392.6800000,1910
20201124,170000,19392.1900000,19469.0000000,19100.6400000,19312.7800000,1726
20201124,180000,19312.4600000,19367.6900000,19150.6200000,19214.7000000,1185
20201124,190000,19216.3200000,19285.0100000,19167.6200000,19276.0700000,1014
20201124,200000,19275.0100000,19300.0000000,19168.0000000,19168.0100000,986
20201124,210000,19168.0100000,19250.0000000,18986.0000000,19069.6200000,1227
20201124,220000,19072.9200000,19189.0000000,18853.0800000,18944.4200000,851
20201124,230000,18952.9000000,19147.5900000,18865.2800000,19140.0100000,500
20201125,000000,19140.0000000,19205.0000000,19103.3500000,19172.8400000,536
20201125,010000,19172.9000000,19240.3400000,19140.0000000,19180.8700000,514
20201125,020000,19180.4900000,19225.0000000,19075.1400000,19100.9900000,648
20201125,030000,19101.0000000,19102.8900000,18912.2800000,18985.1300000,886
20201125,040000,18982.8600000,19049.4700000,18751.0000000,18826.1300000,1009
20201125,050000,18826.1400000,18931.6600000,18674.5700000,18699.7100000,808
20201125,060000,18698.7100000,18903.6800000,18641.5900000,18894.9100000,730
20201125,070000,18893.6800000,18960.5400000,18861.1500000,18912.1700000,420
20201125,080000,18912.1600000,19070.0000000,18851.0000000,18992.5800000,403
20201125,090000,18992.5800000,19241.1900000,18990.0500000,19133.4000000,669
20201125,100000,19133.4000000,19167.5100000,19077.8400000,19167.5100000,382
20201125,110000,19167.5100000,19360.0000000,19161.7400000,19307.9100000,591
20201125,120000,19307.9200000,19359.9600000,19265.4700000,19299.6200000,987
20201125,130000,19299.6200000,19342.8500000,19185.2500000,19329.0600000,473
20201125,140000,19329.0600000,19500.0000000,19123.8800000,19216.2700000,1679
20201125,150000,19216.0000000,19323.7600000,19131.2400000,19298.2100000,1238
20201125,160000,19298.4600000,19350.0000000,19138.1100000,19140.0400000,1184
20201125,170000,19145.0000000,19216.0600000,18875.0000000,18995.8400000,1538
20201125,180000,18994.3800000,19077.4400000,18830.5800000,19073.7500000,960
20201125,190000,19073.7600000,19145.8800000,19042.9900000,19061.8100000,719
20201125,200000,19061.8800000,19137.1200000,18906.0500000,18990.5600000,681
20201125,210000,18990.5600000,19099.9900000,18727.6300000,18910.0000000,1419
20201125,220000,18910.0000000,19038.1800000,18831.0000000,18881.5200000,648
20201125,230000,18878.7400000,18927.0000000,18708.0000000,18766.5800000,638
20201126,000000,18761.4800000,18858.6500000,18502.0000000,18721.9300000,1259
20201126,010000,18717.2400000,18915.4800000,18600.3100000,18869.5900000,626
20201126,020000,18870.8100000,18896.9800000,18745.6900000,18804.0600000,497
20201126,030000,18808.0800000,18808.3600000,18350.5100000,18409.8300000,1459
20201126,040000,18407.6800000,18407.6800000,17150.0000000,17952.1900000,5206
20201126,050000,17952.1900000,18099.7000000,17552.6000000,17767.8000000,2381
20201126,060000,17767.9300000,17941.7200000,17690.0000000,17929.5900000,1492
20201126,070000,17927.5100000,18028.0200000,17833.7200000,17968.0900000,750
20201126,080000,17967.5300000,17967.5300000,17445.9200000,17589.9300000,1439
20201126,090000,17579.9700000,17579.9800000,16328.0400000,16824.7300000,6264
20201126,100000,16843.1800000,17131.0700000,16200.0000000,17058.6300000,2432
20201126,110000,17070.9500000,17316.6100000,17067.0200000,17294.9200000,1430
20201126,120000,17296.4200000,17433.8100000,16945.0000000,17103.7400000,1648
20201126,130000,17095.2200000,17416.6900000,16981.8700000,17393.0600000,1284
20201126,140000,17391.9400000,17418.7300000,17048.2200000,17064.1000000,1240
20201126,150000,17065.0700000,17129.8600000,16610.1000000,16776.4900000,1665
20201126,160000,16776.4900000,17249.9900000,16610.1000000,16912.7400000,1728
20201126,170000,16913.9600000,17045.0300000,16500.0000000,16669.4300000,2775
20201126,180000,16669.4400000,16749.7200000,16200.0200000,16719.8600000,4978
20201126,190000,16719.8600000,16848.2000000,16528.6000000,16550.0000000,2190
20201126,200000,16547.2000000,16641.8800000,16300.0000000,16533.4600000,1623
20201126,210000,16532.5800000,17200.0000000,16519.1000000,17179.4600000,2305
20201126,220000,17182.1400000,17344.0900000,17042.2200000,17050.0100000,1796
20201126,230000,17050.0100000,17250.9300000,17001.0000000,17192.1000000,766
20201127,000000,17192.1000000,17201.1200000,16950.6600000,17170.0000000,658
20201127,010000,17169.9900000,17424.0000000,17040.7100000,17408.2000000,1011
20201127,020000,17410.0100000,17475.0000000,17289.9900000,17327.6700000,1213
20201127,030000,17327.6800000,17340.0000000,17082.0000000,17103.9100000,1004
20201127,040000,17106.9300000,17287.6900000,17035.8200000,17096.0000000,542
20201127,050000,17097.8000000,17196.4000000,17063.6900000,17083.1800000,477
20201127,060000,17088.8200000,17356.3000000,17085.1100000,17272.4200000,526
20201127,070000,17272.4200000,17323.9600000,17182.8700000,17296.8700000,364
20201127,080000,17296.8600000,17309.7100000,17040.0100000,17090.6700000,837
20201127,090000,17104.5200000,17108.1300000,16721.0000000,16843.0100000,1554
20201127,100000,16844.8800000,17200.0000000,16592.4600000,16640.0500000,1423
20201127,110000,16639.3100000,16933.6700000,16639.3100000,16905.2500000,855
20201127,120000,16902.7500000,16927.9000000,16735.1700000,16783.8600000,522
20201127,130000,16783.8700000,17074.3800000,16770.0000000,17069.1900000,642
20201127,140000,17069.1900000,17077.8100000,16910.7400000,16942.6100000,685
20201127,150000,16942.5100000,16958.2000000,16725.5700000,16760.5100000,1387
20201127,160000,16760.5000000,16775.8500000,16400.0000000,16494.2600000,3721
20201127,170000,16490.0000000,16845.0200000,16459.3500000,16823.0100000,1685
20201127,180000,16823.0000000,16823.0000000,16670.0200000,16737.4500000,967
20201127,190000,16737.3800000,16870.0100000,16698.0000000,16790.5200000,680
20201127,200000,16790.2700000,16855.0000000,16722.9000000,16816.0000000,509
20201127,210000,16815.9900000,17137.0900000,16751.3800000,17078.7000000,931
20201127,220000,17078.7000000,17095.2900000,16905.5000000,17002.8500000,607
20201127,230000,17002.7100000,17056.9700000,16930.2200000,16976.3300000,491
20201128,000000,16976.3300000,17165.8600000,16975.5300000,17153.9500000,706
20201128,010000,17155.4300000,17181.9100000,16989.1300000,17168.7700000,649
20201128,020000,17168.7700000,17198.0000000,17064.0100000,17149.6300000,611
20201128,030000,17148.5000000,17149.9700000,17000.0000000,17000.7100000,490
20201128,040000,17000.7300000,17027.9700000,16938.5200000,17010.3000000,317
20201128,050000,17010.4700000,17045.7300000,16907.8000000,16973.5300000,291
20201128,060000,16971.6000000,16989.0300000,16882.3300000,16989.0300000,225
20201128,070000,16989.0300000,17053.0500000,16975.2900000,17029.4700000,146
20201128,080000,17029.4700000,17075.8100000,17003.5500000,17025.9200000,156
20201128,090000,17024.3100000,17057.9000000,16880.0000000,16889.6000000,234
20201128,100000,16890.0000000,16974.3700000,16885.8000000,16927.1800000,123
20201128,110000,16928.1900000,17252.9600000,16890.3200000,17199.7700000,495
20201128,120000,17199.0600000,17200.0000000,17104.9100000,17164.4600000,195
20201128,130000,17166.0000000,17231.7500000,17071.7100000,17143.0200000,317
20201128,140000,17143.0200000,17374.2100000,17087.7200000,17370.9900000,542
20201128,150000,17370.9900000,17411.2600000,17277.2400000,17351.5100000,789
20201128,160000,17352.0000000,17534.0300000,17350.8200000,17533.0500000,819
20201128,170000,17533.0500000,17789.0000000,17533.0400000,17731.5800000,1997
20201128,180000,17725.8500000,17771.1100000,17588.6600000,17768.9400000,1043
20201128,190000,17770.2300000,17787.5400000,17670.3000000,17742.1100000,984
20201128,200000,17742.1000000,17933.2500000,17692.9200000,17843.7800000,832
20201128,210000,17849.3000000,17902.8800000,17692.4500000,17692.4500000,815
20201128,220000,17692.4500000,17772.0600000,17685.0000000,17762.2200000,361
20201128,230000,17765.4500000,17849.9900000,17652.0000000,17777.3600000,384
20201129,000000,17777.7000000,17821.4700000,17680.0000000,17739.8500000,347
20201129,010000,17736.1000000,17781.4600000,17549.1100000,17668.8400000,540
20201129,020000,17668.8400000,17680.6900000,17535.2600000,17599.0000000,279
20201129,030000,17599.0000000,17765.7600000,17556.0000000,17758.8900000,267
20201129,040000,17760.2400000,17900.0000000,17743.1900000,17887.2200000,344
20201129,050000,17884.6100000,17884.6100000,17770.9600000,17778.4900000,225
20201129,060000,17775.6500000,17848.3800000,17760.3100000,17807.7600000,177
20201129,070000,17807.7600000,17809.3400000,17728.2400000,17743.8500000,199
20201129,080000,17743.1800000,17857.7800000,17686.9100000,17829.1800000,331
20201129,090000,17824.8700000,18165.0500000,17815.1100000,18157.5400000,627
20201129,100000,18160.1000000,18230.0000000,18060.1500000,18113.0000000,367
20201129,110000,18112.9900000,18230.3300000,18050.0100000,18198.6600000,289
20201129,120000,18194.2800000,18248.2100000,18018.5300000,18098.9800000,401
20201129,130000,18100.5800000,18145.2500000,17915.9400000,18038.7800000,363
20201129,140000,18038.8500000,18139.8700000,18020.0000000,18112.5800000,425
20201129,150000,18111.6700000,18208.8700000,18045.5300000,18055.2100000,546
20201129,160000,18055.2100000,18165.2700000,17985.0000000,18139.7800000,411
20201129,170000,18137.8700000,18165.0000000,17947.2200000,18112.1200000,527
20201129,180000,18110.2700000,18160.0000000,18075.0100000,18114.9000000,376
20201129,190000,18113.1100000,18145.0000000,18064.0000000,18136.2200000,272
20201129,200000,18136.2200000,18145.0000000,18035.5000000,18066.6900000,235
20201129,210000,18068.9500000,18242.5400000,18046.3900000,18228.3700000,374
20201129,220000,18228.1200000,18359.0000000,18220.1700000,18274.9900000,572
20201129,230000,18274.9900000,18289.3100000,18079.4900000,18158.1300000,486
20201130,000000,18155.6500000,18258.2200000,18140.0100000,18202.0400000,302
20201130,010000,18202.0200000,18490.0000000,18201.4700000,18454.0100000,1082
20201130,020000,18458.1200000,18564.3100000,18369.1000000,18501.0800000,917
20201130,030000,18501.0800000,18574.4600000,18459.4600000,18528.3600000,653
20201130,040000,18528.3600000,18612.8700000,18460.0000000,18606.0200000,717
20201130,050000,18607.4100000,18636.7700000,18472.6800000,18542.1600000,602
20201130,060000,18542.1600000,18640.0000000,18499.0000000,18539.9600000,429
20201130,070000,18539.9500000,18578.7900000,18494.7200000,18549.6600000,265
20201130,080000,18546.0100000,18694.9600000,18545.5000000,18634.6800000,483
20201130,090000,18634.6800000,18634.7300000,18400.0000000,18477.0500000,481
20201130,100000,18477.2900000,18523.6300000,18345.7200000,18493.4300000,425
20201130,110000,18491.7600000,18591.2100000,18467.5700000,18512.3000000,262
20201130,120000,18512.3000000,18675.0000000,18512.3000000,18611.2700000,328
20201130,130000,18613.4300000,18861.1100000,18612.4100000,18860.9000000,679
20201130,140000,18860.3600000,19239.3300000,18812.1200000,19175.7100000,1576
20201130,150000,19175.7100000,19829.4700000,19139.7400000,19500.0000000,4127
20201130,160000,19504.1700000,19873.2300000,19135.1800000,19281.3500000,4292
20201130,170000,19277.0400000,19588.5300000,19111.9300000,19185.3500000,2312
20201130,180000,19178.6900000,19467.4800000,18998.6600000,19392.0400000,1927
20201130,190000,19388.9400000,19474.6900000,19164.4600000,19186.7800000,1066
20201130,200000,19184.6000000,19314.3200000,19106.2900000,19262.7200000,802
20201130,210000,19263.7000000,19490.0400000,19172.3100000,19439.7900000,1000
20201130,220000,19440.0000000,19519.7400000,19346.9800000,19382.0000000,762
20201130,230000,19382.0000000,19500.0000000,19261.8400000,19500.0000000,666
20201201,000000,19500.0000000,19775.0000000,19460.4200000,19713.9400000,1436
20201201,010000,19713.9400000,19730.0000000,19489.0000000,19573.1800000,1016
20201201,020000,19573.1800000,19649.0000000,19440.1700000,19603.9700000,422
20201201,030000,19606.4000000,19718.4000000,19544.1500000,19691.2200000,610
20201201,040000,19691.2200000,19693.2100000,19355.7300000,19440.5100000,698
20201201,050000,19428.9200000,19532.5800000,19355.0700000,19366.7300000,789
20201201,060000,19363.6700000,19509.1100000,19304.8200000,19490.8800000,495
20201201,070000,19490.8800000,19524.0100000,19320.5700000,19347.2700000,404
20201201,080000,19347.2600000,19556.4400000,19310.2000000,19524.6900000,207
20201201,090000,19525.9700000,19577.4700000,19450.0000000,19479.2900000,230
20201201,100000,19480.6400000,19583.0100000,19440.0000000,19579.3700000,213
20201201,110000,19579.3600000,19824.0000000,19573.6600000,19757.8300000,848
20201201,120000,19753.8200000,19915.1400000,19002.4800000,19450.8400000,2315
20201201,130000,19447.6900000,19489.1800000,18444.0000000,18577.6000000,3332
20201201,140000,18578.5300000,18875.6500000,18109.0000000,18788.7500000,3021
20201201,150000,18788.7500000,19386.7300000,18662.4300000,19308.9900000,1689
20201201,160000,19308.9900000,19500.0000000,19193.8900000,19281.9900000,1130
20201201,170000,19282.0000000,19346.3100000,18950.0000000,19058.1700000,996
20201201,180000,19058.1600000,19091.9300000,18626.0200000,19057.8800000,1578
20201201,190000,19063.1400000,19063.5300000,18695.6000000,18746.0700000,724
20201201,200000,18746.0700000,19148.9700000,18719.8300000,19087.7000000,417
20201201,210000,19088.4200000,19153.4300000,18855.2700000,19041.9600000,345
20201201,220000,19040.6100000,19220.0000000,18952.8800000,19057.4600000,247
20201201,230000,19056.4700000,19175.4200000,18850.0000000,18912.0100000,313
20201202,000000,18912.0100000,18958.1300000,18736.0000000,18782.9700000,436
20201202,010000,18778.1800000,18890.0000000,18461.1700000,18847.9200000,1057
20201202,020000,18842.2600000,18985.9900000,18716.9400000,18866.4100000,269
20201202,030000,18866.4000000,18866.9700000,18660.0200000,18693.1400000,218
20201202,040000,18691.8200000,18807.2700000,18523.8600000,18627.9000000,831
20201202,050000,18627.8900000,18712.5100000,18335.0000000,18566.7100000,823
20201202,060000,18565.0000000,18675.0500000,18469.3000000,18666.3600000,304
20201202,070000,18664.1700000,18946.9600000,18640.3600000,18932.6400000,349
20201202,080000,18933.2000000,19133.3300000,18830.9700000,19130.7800000,601
20201202,090000,19121.2900000,19340.0000000,19061.0200000,19200.0000000,532
20201202,100000,19200.0000000,19315.2100000,19018.8500000,19028.7100000,477
20201202,110000,19030.0300000,19198.6600000,18997.8100000,19107.5700000,272
20201202,120000,19109.6700000,19195.0000000,19033.3500000,19130.2800000,183
20201202,130000,19130.2900000,19130.4200000,18800.8000000,18949.0300000,518
20201202,140000,18950.0300000,19264.6000000,18935.7000000,19122.3300000,543
20201202,150000,19125.5300000,19172.4900000,18850.1100000,18914.1700000,617
20201202,160000,18908.3300000,19000.0000000,18745.6400000,18900.3800000,683
20201202,170000,18900.3800000,19019.6300000,18780.4300000,18867.6500000,530
20201202,180000,18870.9700000,19018.2000000,18820.4100000,18991.5100000,324
20201202,190000,18989.6900000,19085.2800000,18955.8400000,19024.3900000,353
20201202,200000,19024.3600000,19147.7300000,18977.7800000,19120.4200000,380
20201202,210000,19119.2000000,19165.9400000,19057.5000000,19090.4100000,399
20201202,220000,19090.4400000,19169.9900000,19051.9100000,19155.0100000,200
20201202,230000,19155.0100000,19240.0000000,19102.3800000,19126.6900000,331
20201203,000000,19126.7000000,19274.3000000,19102.1000000,19225.6300000,292
20201203,010000,19222.4500000,19300.0000000,19171.6000000,19193.5300000,392
20201203,020000,19193.5300000,19193.5500000,18954.2300000,19031.0300000,401
20201203,030000,19030.8800000,19101.0300000,18950.7800000,19058.7500000,342
20201203,040000,19058.0700000,19190.0000000,19029.3900000,19099.1900000,254
20201203,050000,19099.1900000,19127.5100000,19030.8000000,19049.1700000,179
20201203,060000,19050.1000000,19123.4100000,18885.0000000,18929.4400000,291
20201203,070000,18929.4400000,19015.6800000,18892.0100000,18974.4500000,361
20201203,080000,18980.0000000,19255.4100000,18927.4300000,19208.4700000,568
20201203,090000,19213.1700000,19466.5800000,19175.0100000,19390.9100000,699
20201203,100000,19390.9100000,19434.9600000,19124.4000000,19375.0000000,389
20201203,110000,19374.8500000,19435.4900000,19252.2400000,19364.4400000,274
20201203,120000,19364.4400000,19460.0000000,19300.2300000,19411.8400000,358
20201203,130000,19411.7400000,19440.0900000,19250.5000000,19350.1100000,626
20201203,140000,19350.0300000,19398.1900000,19274.5600000,19302.3000000,667
20201203,150000,19298.9900000,19429.3400000,19290.3200000,19370.0600000,308
20201203,160000,19370.6000000,19558.7800000,19322.2700000,19556.1300000,435
20201203,170000,19558.3400000,19625.6400000,19280.0000000,19380.2800000,864
20201203,180000,19380.2800000,19403.3200000,19210.8200000,19317.0300000,523
20201203,190000,19317.0300000,19418.6300000,19317.0100000,19400.2500000,208
20201203,200000,19400.2600000,19450.0000000,19360.6100000,19442.2000000,395
20201203,210000,19441.4300000,19465.0000000,19320.0000000,19387.5900000,534
20201203,220000,19389.1600000,19475.0000000,19350.0000000,19463.2900000,303
20201203,230000,19463.2800000,19497.3500000,19430.3300000,19489.2200000,268
20201204,000000,19490.0700000,19556.3000000,19435.7100000,19448.6400000,434
20201204,010000,19446.4300000,19546.4600000,19399.0000000,19491.9500000,554
20201204,020000,19493.7800000,19512.1300000,19339.0500000,19347.0000000,324
20201204,030000,19347.0000000,19395.4900000,19255.6000000,19273.0100000,289
20201204,040000,19273.0100000,19340.9900000,19155.0000000,19183.4900000,254
20201204,050000,19178.1000000,19350.0000000,19134.2800000,19311.5300000,214
20201204,060000,19311.6900000,19332.0400000,19205.6500000,19214.3700000,121
20201204,070000,19214.3700000,19375.0000000,19211.1100000,19330.6200000,184
20201204,080000,19330.6200000,19348.2500000,19263.5500000,19309.6200000,704
20201204,090000,19309.6200000,19464.0600000,19304.8800000,19405.4200000,405
20201204,100000,19405.4200000,19422.5400000,19330.7200000,19378.8800000,163
20201204,110000,19378.8800000,19378.8800000,18899.8400000,19003.1500000,1242
20201204,120000,19003.1500000,19130.9100000,18784.5500000,18837.4100000,660
20201204,130000,18837.4200000,19055.6900000,18700.0000000,19038.9100000,1004
20201204,140000,19038.9100000,19046.6200000,18911.3800000,19023.8900000,387
20201204,150000,19025.9400000,19161.6300000,18940.0000000,19065.6700000,421
20201204,160000,19061.8500000,19092.8900000,18952.2300000,18966.9600000,395
20201204,170000,18965.0900000,18998.0000000,18827.6600000,18995.3900000,689
20201204,180000,18993.1100000,19037.2400000,18943.4200000,18977.0700000,419
20201204,190000,18977.0800000,19084.7600000,18939.1400000,19069.7500000,310
20201204,200000,19069.7500000,19078.6700000,19011.3600000,19056.0100000,242
20201204,210000,19056.0000000,19059.4400000,18900.0100000,18978.5300000,412
20201204,220000,18978.3700000,19005.9600000,18750.0000000,18821.5000000,466
20201204,230000,18826.2100000,18886.1000000,18576.0500000,18673.7600000,717
20201205,000000,18670.5400000,18852.4300000,18624.0300000,18658.1000000,653
20201205,010000,18658.0900000,18811.2800000,18501.0000000,18785.3700000,649
20201205,020000,18785.3700000,18832.2600000,18657.1300000,18665.3800000,305
20201205,030000,18665.0200000,18864.9500000,18658.1000000,18815.4300000,220
20201205,040000,18815.4300000,18900.0000000,18763.9900000,18831.8200000,134
20201205,050000,18831.8200000,18951.9900000,18820.1500000,18884.9200000,201
20201205,060000,18884.9100000,18985.9700000,18860.0400000,18973.0700000,161
20201205,070000,18973.9900000,18999.0000000,18926.6000000,18983.0700000,138
20201205,080000,18983.0700000,18999.0000000,18921.0000000,18931.0100000,195
20201205,090000,18931.0100000,19189.9800000,18931.0000000,19168.2100000,243
20201205,100000,19166.8900000,19175.0000000,19074.8400000,19128.0900000,105
20201205,110000,19130.3400000,19149.0000000,19059.8800000,19131.6400000,109
20201205,120000,19131.9600000,19143.1000000,18982.1200000,19032.9200000,223
20201205,130000,19031.6000000,19093.6900000,18977.0400000,19078.8300000,137
20201205,140000,19075.0900000,19087.5900000,18959.6200000,18995.4500000,178
20201205,150000,18995.4400000,19099.7200000,18977.9700000,19090.1700000,99
20201205,160000,19089.3600000,19163.4500000,19062.0300000,19126.1400000,103
20201205,170000,19126.1300000,19157.9300000,19066.4800000,19111.1700000,147
20201205,180000,19111.1700000,19139.6900000,19042.0000000,19139.4100000,148
20201205,190000,19137.8300000,19158.0000000,19106.5800000,19130.9000000,112
20201205,200000,19130.8900000,19185.8300000,19089.9900000,19137.0000000,158
20201205,210000,19137.0300000,19155.6100000,19025.0100000,19066.6600000,124
20201205,220000,19066.6600000,19127.0400000,19011.9100000,19018.7400000,108
20201205,230000,19021.2400000,19067.2200000,19003.4700000,19028.6800000,222
20201206,000000,19028.6800000,19168.5200000,19028.6700000,19158.9600000,115
20201206,010000,19158.9600000,19297.0200000,19150.0000000,19282.3400000,398
20201206,020000,19282.3400000,19349.0000000,19234.9900000,19267.9900000,334
20201206,030000,19267.9900000,19293.0200000,19210.2800000,19239.6100000,158
20201206,040000,19238.3000000,19255.7900000,19150.0000000,19199.1600000,115
20201206,050000,19193.0900000,19241.9300000,19169.5900000,19198.4300000,79
20201206,060000,19198.4300000,19229.5100000,19113.1400000,19164.9700000,123
20201206,070000,19163.1200000,19237.6900000,19150.0000000,19196.6600000,78
20201206,080000,19196.2400000,19271.9900000,19186.8400000,19243.4200000,56
20201206,090000,19244.6300000,19264.5300000,19019.6100000,19033.5700000,233
20201206,100000,19035.0500000,19094.8600000,18968.3700000,19058.3400000,172
20201206,110000,19058.3400000,19074.4300000,18972.1900000,19053.8700000,73
20201206,120000,19053.8700000,19108.2000000,18976.8300000,19100.0000000,123
20201206,130000,19099.9900000,19099.9900000,18975.0000000,18993.7900000,84
20201206,140000,18993.8000000,19036.6100000,18878.0000000,18968.6000000,210
20201206,150000,18968.2000000,19148.4800000,18950.6400000,19132.0800000,138
20201206,160000,19133.1800000,19172.9700000,19110.1900000,19145.4500000,135
20201206,170000,19145.4500000,19219.9900000,19024.1600000,19122.2500000,208
20201206,180000,19122.3000000,19194.9000000,19082.5100000,19145.8300000,108
20201206,190000,19145.0700000,19180.0000000,19100.0000000,19116.6500000,124
20201206,200000,19116.6500000,19168.0200000,19086.6300000,19148.1700000,102
20201206,210000,19147.8000000,19195.1700000,19145.0000000,19177.3500000,164
20201206,220000,19177.3400000,19247.6400000,19136.4600000,19247.6400000,142
20201206,230000,19247.6400000,19255.0000000,19062.0000000,19142.4700000,195
20201207,000000,19142.1800000,19430.2500000,19139.7500000,19375.6000000,579
20201207,010000,19375.6000000,19432.5700000,19300.0000000,19327.2900000,436
20201207,020000,19327.2900000,19357.6000000,19230.1700000,19304.2300000,261
20201207,030000,19304.2300000,19314.3200000,19185.2400000,19215.6300000,198
20201207,040000,19216.8300000,19294.7700000,19172.9900000,19294.7700000,125
20201207,050000,19294.7700000,19317.4700000,19245.9800000,19294.2200000,118
20201207,060000,19294.2200000,19306.0000000,19246.1900000,19247.8600000,78
20201207,070000,19247.8600000,19359.9900000,19243.8700000,19308.2300000,207
20201207,080000,19308.2300000,19399.0000000,19302.3100000,19378.3500000,134
20201207,090000,19378.2900000,19390.3200000,19211.7700000,19258.2800000,140
20201207,100000,19258.2900000,19261.3900000,19182.3600000,19217.7900000,115
20201207,110000,19217.9900000,19256.8900000,19177.0000000,19197.0100000,114
20201207,120000,19197.0000000,19235.2300000,19100.0000000,19112.6600000,184
20201207,130000,19111.9900000,19247.7400000,19100.0000000,19238.8400000,222
20201207,140000,19238.8400000,19263.2100000,19191.4700000,19196.3900000,203
20201207,150000,19196.1800000,19237.3700000,19107.2300000,19210.5800000,424
20201207,160000,19210.5800000,19270.2200000,19182.2400000,19227.8100000,305
20201207,170000,19227.9700000,19254.0100000,19185.1100000,19198.1600000,274
20201207,180000,19198.1600000,19219.1200000,19145.7000000,19171.4700000,247
20201207,190000,19171.4500000,19195.1400000,18901.0000000,18943.9500000,1019
20201207,200000,18943.9400000,19046.9200000,18911.1200000,18974.9400000,447
20201207,210000,18969.9800000,19063.4300000,18938.7100000,19056.5300000,254
20201207,220000,19057.2800000,19126.0000000,19020.9900000,19079.4200000,238
20201207,230000,19079.4200000,19125.0000000,19075.7700000,19123.8700000,110
20201208,000000,19125.0000000,19229.0800000,19082.5400000,19177.7100000,305
20201208,010000,19177.0800000,19242.4300000,19142.8900000,19238.3100000,151
20201208,020000,19241.5200000,19245.0000000,19164.2500000,19223.5500000,147
20201208,030000,19223.5500000,19225.0000000,19168.8700000,19189.9000000,203
20201208,040000,19189.8900000,19201.5900000,19147.3800000,19159.2300000,312
20201208,050000,19159.2300000,19221.7300000,19159.2300000,19185.2600000,166
20201208,060000,19185.2500000,19299.4100000,19185.2500000,19299.4000000,165
20201208,070000,19299.4000000,19299.5100000,19102.6400000,19162.2200000,289
20201208,080000,19162.2200000,19195.5000000,19136.6600000,19143.2200000,160
20201208,090000,19143.8600000,19169.1300000,19019.2000000,19067.4800000,312
20201208,100000,19069.3800000,19104.0900000,18680.2400000,18798.2400000,1023
20201208,110000,18798.8200000,18887.8900000,18711.5200000,18815.6200000,343
20201208,120000,18820.7000000,18875.2500000,18723.7600000,18770.0000000,288
20201208,130000,18770.0000000,18864.9300000,18615.0000000,18732.2000000,673
20201208,140000,18732.2100000,18958.1000000,18732.2000000,18929.9900000,456
20201208,150000,18931.9300000,18984.0600000,18870.0000000,18870.0100000,308
20201208,160000,18870.0000000,18917.4000000,18781.7000000,18807.2000000,641
20201208,170000,18808.3500000,18912.4100000,18752.9700000,18834.4500000,564
20201208,180000,18832.9600000,18937.5700000,18821.6900000,18925.4200000,294
20201208,190000,18925.4100000,18925.4200000,18818.3700000,18820.4200000,263
20201208,200000,18820.4200000,18889.0300000,18781.2100000,18786.8800000,358
20201208,210000,18786.8800000,18838.7600000,18669.5200000,18732.1600000,482
20201208,220000,18730.7100000,18818.7600000,18685.0000000,18771.7500000,226
20201208,230000,18771.8900000,18838.5100000,18333.3300000,18340.0100000,1054
20201209,000000,18340.0100000,18431.0000000,18200.0000000,18316.2200000,1950
20201209,010000,18316.2200000,18368.7700000,18138.0000000,18165.0000000,1188
20201209,020000,18165.0100000,18311.0900000,18005.0100000,18208.3400000,1020
