<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20200512,200000,8905.1100000,8931.8300000,8780.2700000,8799.5600000,1143
20200512,210000,8797.4200000,8852.2600000,8777.0000000,8824.4900000,802
20200512,220000,8824.4800000,8858.7200000,8736.1600000,8784.3900000,670
20200512,230000,8784.3900000,8839.3000000,8744.0700000,8820.5500000,694
20200513,000000,8820.6300000,8852.9800000,8787.7700000,8821.4200000,590
20200513,010000,8821.4100000,8948.8800000,8803.9700000,8941.1800000,827
20200513,020000,8941.1800000,8964.9000000,8900.0000000,8953.9500000,784
20200513,030000,8953.9500000,8979.0000000,8893.0300000,8942.7400000,570
20200513,040000,8942.7300000,8949.9900000,8900.7700000,8916.4700000,489
20200513,050000,8916.1200000,8947.0200000,8876.2500000,8935.5400000,399
20200513,060000,8935.0200000,8947.1100000,8875.0000000,8886.2600000,293
20200513,070000,8886.2500000,8924.1100000,8875.0200000,8919.4900000,167
20200513,080000,8919.4800000,8924.6000000,8863.7400000,8872.7400000,178
20200513,090000,8872.7400000,8927.3100000,8834.7100000,8914.8600000,395
20200513,100000,8914.8500000,8936.6700000,8897.7300000,8921.2400000,265
20200513,110000,8921.2300000,8968.1100000,8901.3500000,8958.0100000,248
20200513,120000,8958.0000000,9049.2100000,8932.0500000,9039.9100000,834
20200513,130000,9040.8600000,9108.9900000,8999.0100000,9095.2000000,1151
20200513,140000,9095.1900000,9125.0000000,9051.0000000,9088.0000000,1044
20200513,150000,9087.9900000,9145.0000000,9045.0000000,9092.9400000,1350
20200513,160000,9092.9300000,9200.0000000,9092.9300000,9146.2600000,1740
20200513,170000,9146.2600000,9175.8600000,9060.8500000,9122.7700000,1393
20200513,180000,9122.7600000,9124.3600000,9060.5800000,9093.6500000,603
20200513,190000,9093.9500000,9119.0000000,9084.0000000,9089.2700000,855
20200513,200000,9089.2600000,9172.6800000,9088.6900000,9165.0000000,640
20200513,210000,9162.4700000,9350.0000000,9155.0000000,9303.1500000,3006
20200513,220000,9303.1600000,9420.1800000,9289.3400000,9363.3500000,2281
20200513,230000,9363.3500000,9380.4200000,9268.0000000,9329.5500000,1248
20200514,000000,9327.9600000,9358.5800000,9302.6700000,9321.2600000,610
20200514,010000,9320.8500000,9390.0000000,9302.6800000,9313.6000000,981
20200514,020000,9313.7300000,9337.2300000,9271.7900000,9278.1800000,733
20200514,030000,9278.1800000,9344.0000000,9257.1500000,9342.9500000,564
20200514,040000,9342.9600000,9358.8900000,9314.4100000,9355.0000000,645
20200514,050000,9354.9900000,9354.9900000,9304.6900000,9319.8700000,623
20200514,060000,9319.8700000,9449.9100000,9270.0000000,9438.6400000,1057
20200514,070000,9441.2800000,9474.9900000,9410.1400000,9449.4700000,688
20200514,080000,9449.4700000,9547.2700000,9416.2200000,9512.9400000,867
20200514,090000,9513.8800000,9650.0000000,9482.1600000,9617.0000000,941
20200514,100000,9616.7700000,9825.0000000,9616.4000000,9810.0100000,1819
20200514,110000,9811.7800000,9943.9300000,9585.9100000,9650.7400000,3901
20200514,120000,9653.0100000,9777.4600000,9653.0100000,9682.6200000,1105
20200514,130000,9687.6700000,9711.5000000,9558.0000000,9591.0700000,1863
20200514,140000,9585.0200000,9652.7700000,9537.2600000,9627.4100000,1172
20200514,150000,9627.4000000,9767.6900000,9608.7300000,9709.4500000,1272
20200514,160000,9709.4500000,9763.3600000,9664.5300000,9755.2300000,943
20200514,170000,9755.0100000,9788.8200000,9613.5000000,9679.0000000,1327
20200514,180000,9679.0000000,9679.0000000,9570.9000000,9621.8700000,891
20200514,190000,9621.8700000,9690.0500000,9583.4700000,9683.6400000,878
20200514,200000,9683.6400000,9725.0000000,9655.0000000,9660.3300000,789
20200514,210000,9660.3200000,9875.0000000,9600.0000000,9659.0700000,2679
20200514,220000,9659.1000000,9785.0000000,9617.0000000,9782.1500000,878
20200514,230000,9782.1500000,9819.0000000,9725.6600000,9760.1400000,1134
20200515,000000,9758.0700000,9849.0000000,9739.4100000,9795.3400000,989
20200515,010000,9795.3400000,9849.0000000,9720.2100000,9771.4500000,815
20200515,020000,9771.4500000,9776.2400000,9728.3000000,9736.9900000,494
20200515,030000,9737.0000000,9746.3900000,9226.0800000,9496.1600000,4673
20200515,040000,9493.5700000,9558.9600000,9435.3700000,9477.0000000,1248
20200515,050000,9477.0000000,9507.4700000,9431.2200000,9438.8900000,1209
20200515,060000,9440.3100000,9518.9500000,9363.2200000,9501.3400000,1010
20200515,070000,9501.9300000,9552.5900000,9494.8600000,9544.9300000,386
20200515,080000,9544.9300000,9720.6700000,9542.0000000,9675.8800000,772
20200515,090000,9674.1500000,9706.5800000,9598.2700000,9611.8100000,400
20200515,100000,9611.8100000,9657.2900000,9551.0800000,9614.7500000,400
20200515,110000,9610.3500000,9624.8800000,9466.8800000,9583.7600000,548
20200515,120000,9583.7600000,9650.0000000,9545.4600000,9587.9500000,352
20200515,130000,9586.3900000,9587.9000000,9501.0100000,9515.9000000,642
20200515,140000,9515.8900000,9572.9200000,9485.2500000,9537.3700000,472
20200515,150000,9537.6100000,9616.9500000,9537.6100000,9562.0100000,547
20200515,160000,9562.0000000,9562.0100000,9410.3500000,9471.7800000,1581
20200515,170000,9471.7900000,9508.0000000,9439.1500000,9467.7000000,639
20200515,180000,9464.9600000,9496.3000000,9436.8500000,9472.3500000,487
20200515,190000,9472.3500000,9530.0000000,9472.3500000,9487.3200000,481
20200515,200000,9487.3200000,9507.3900000,9322.9700000,9333.3400000,2521
20200515,210000,9331.0000000,9400.0000000,9120.0000000,9241.9700000,2413
20200515,220000,9244.2400000,9449.0000000,9202.2800000,9414.9700000,1306
20200515,230000,9414.9800000,9487.6600000,9339.2300000,9360.0000000,972
20200516,000000,9360.0000000,9389.4300000,9244.0000000,9312.1000000,827
20200516,010000,9312.1000000,9393.9300000,9215.0100000,9392.0000000,993
20200516,020000,9391.6400000,9447.8400000,9353.2600000,9403.9800000,639
20200516,030000,9407.7200000,9455.0000000,9379.5100000,9432.9800000,337
20200516,040000,9432.9800000,9446.2200000,9385.0000000,9405.7200000,247
20200516,050000,9405.7100000,9500.0000000,9396.7700000,9499.2800000,437
20200516,060000,9499.2800000,9594.9900000,9442.9000000,9457.6700000,980
20200516,070000,9456.6100000,9479.7300000,9411.7700000,9469.8600000,330
20200516,080000,9469.8500000,9500.0000000,9377.7600000,9383.7300000,344
20200516,090000,9382.8600000,9431.7700000,9342.1800000,9422.4000000,286
20200516,100000,9422.4000000,9430.9200000,9325.0000000,9414.7000000,222
20200516,110000,9414.7000000,9458.2400000,9368.9700000,9454.7900000,176
20200516,120000,9454.7300000,9457.7500000,9380.0000000,9409.5000000,130
20200516,130000,9409.5000000,9510.5200000,9401.5200000,9471.7800000,461
20200516,140000,9471.7800000,9535.4000000,9426.0100000,9454.7200000,352
20200516,150000,9454.7200000,9494.0000000,9391.9700000,9429.4700000,641
20200516,160000,9429.7900000,9437.9000000,9330.0000000,9374.7600000,859
20200516,170000,9374.7700000,9410.8000000,9319.9400000,9380.6200000,574
20200516,180000,9383.0700000,9403.2800000,9296.0000000,9318.0400000,497
20200516,190000,9318.0400000,9340.7700000,9261.2300000,9284.8300000,584
20200516,200000,9281.0700000,9350.0000000,9263.0900000,9332.1500000,373
20200516,210000,9330.5400000,9392.2100000,9294.6300000,9383.5700000,417
20200516,220000,9381.9000000,9421.0400000,9351.4500000,9383.5300000,294
20200516,230000,9383.5100000,9440.0000000,9360.1300000,9420.0000000,323
20200517,000000,9419.9900000,9437.2800000,9367.0200000,9383.1600000,273
20200517,010000,9380.0100000,9512.8500000,9325.8100000,9481.0100000,995
20200517,020000,9481.0000000,9526.3400000,9436.1500000,9475.0000000,525
20200517,030000,9472.6200000,9550.0000000,9472.4100000,9514.9500000,458
20200517,040000,9514.0600000,9576.7400000,9499.7100000,9541.7800000,429
20200517,050000,9540.5400000,9565.9100000,9502.7500000,9506.9200000,375
20200517,060000,9506.9200000,9527.6600000,9470.4300000,9492.4400000,199
20200517,070000,9492.4400000,9550.0000000,9492.4400000,9543.7700000,146
20200517,080000,9543.7800000,9560.0000000,9502.3600000,9538.8700000,214
20200517,090000,9539.7300000,9550.2000000,9480.1400000,9489.8900000,120
20200517,100000,9489.8900000,9509.4300000,9452.0100000,9486.7300000,116
20200517,110000,9486.7300000,9538.2300000,9486.7300000,9532.4500000,96
20200517,120000,9532.4500000,9534.9800000,9493.0600000,9524.0900000,249
20200517,130000,9523.7800000,9779.6200000,9522.6800000,9775.1600000,1958
20200517,140000,9774.6300000,9793.4000000,9688.3900000,9749.0100000,826
20200517,150000,9749.0100000,9823.2500000,9726.3900000,9821.9900000,801
20200517,160000,9819.0400000,9896.0000000,9770.0000000,9825.0000000,1821
20200517,170000,9825.0000000,9845.0000000,9701.2400000,9737.0400000,972
20200517,180000,9737.0400000,9777.2500000,9717.3600000,9764.0900000,363
20200517,190000,9764.0900000,9764.0900000,9705.6900000,9755.0100000,369
20200517,200000,9755.0100000,9792.4400000,9726.3300000,9770.6800000,374
20200517,210000,9770.4300000,9770.4300000,9722.0000000,9742.8900000,297
20200517,220000,9742.8900000,9792.9400000,9738.1200000,9765.7700000,345
20200517,230000,9764.9500000,9764.9500000,9600.0000000,9690.3500000,1124
20200518,000000,9688.9100000,9730.9000000,9651.2800000,9676.6300000,354
20200518,010000,9677.4500000,9787.0700000,9675.1300000,9773.8300000,514
20200518,020000,9773.8300000,9957.2500000,9760.0000000,9898.8600000,3143
20200518,030000,9898.8600000,9925.0000000,9835.8100000,9865.8500000,1055
20200518,040000,9865.8500000,9884.8700000,9813.8100000,9861.2900000,665
20200518,050000,9859.5100000,9913.0600000,9831.0400000,9865.4600000,700
20200518,060000,9865.4600000,9895.0000000,9847.3400000,9855.2700000,407
20200518,070000,9855.0100000,9879.9200000,9721.0000000,9774.0000000,699
20200518,080000,9774.0000000,9805.0200000,9736.8900000,9779.0900000,282
20200518,090000,9779.1000000,9793.1200000,9436.9700000,9579.6400000,2068
20200518,100000,9583.0600000,9606.2300000,9534.2500000,9570.0100000,746
20200518,110000,9570.0000000,9652.8100000,9550.7100000,9626.4000000,695
20200518,120000,9626.4000000,9686.2100000,9620.3800000,9627.4000000,344
20200518,130000,9627.4000000,9668.2200000,9563.4400000,9664.2200000,581
20200518,140000,9661.1600000,9691.2600000,9630.8200000,9655.7000000,525
20200518,150000,9655.0000000,9729.2100000,9627.3500000,9707.3100000,860
20200518,160000,9707.0000000,9715.0000000,9643.0100000,9662.6300000,525
20200518,170000,9663.0400000,9702.1500000,9600.0000000,9627.1900000,758
20200518,180000,9627.1900000,9660.2500000,9544.0800000,9619.0000000,785
20200518,190000,9618.9900000,9664.5800000,9607.6500000,9654.8400000,385
20200518,200000,9652.6500000,9716.0000000,9652.2900000,9698.5800000,460
20200518,210000,9695.9700000,9712.4400000,9650.0000000,9680.8400000,305
20200518,220000,9680.8300000,9720.0000000,9671.2200000,9685.0100000,345
20200518,230000,9685.0100000,9745.6800000,9666.1400000,9716.3500000,446
20200519,000000,9715.5100000,9749.7400000,9695.6400000,9728.5200000,422
20200519,010000,9728.5200000,9737.3000000,9570.0000000,9635.7100000,1116
20200519,020000,9635.7100000,9661.7600000,9622.8500000,9648.4100000,316
20200519,030000,9645.1400000,9651.1000000,9528.8500000,9602.2700000,995
20200519,040000,9604.6800000,9625.9500000,9477.0000000,9521.1500000,842
20200519,050000,9519.0700000,9565.0000000,9463.2200000,9520.0200000,655
20200519,060000,9520.0100000,9598.0000000,9515.0000000,9594.8100000,460
20200519,070000,9594.8100000,9610.1100000,9575.0000000,9577.6200000,190
20200519,080000,9577.6300000,9614.3000000,9540.6700000,9561.3900000,239
20200519,090000,9563.4800000,9825.0000000,9563.4800000,9798.3300000,1636
20200519,100000,9798.3300000,9811.3600000,9763.1200000,9783.3300000,425
20200519,110000,9783.3300000,9800.0000000,9751.8700000,9789.7300000,358
20200519,120000,9789.7400000,9898.0000000,9691.1400000,9749.4000000,1180
20200519,130000,9745.0200000,9755.0500000,9551.0000000,9613.7100000,1441
20200519,140000,9613.7100000,9682.6800000,9588.9600000,9665.8100000,856
20200519,150000,9665.8100000,9732.8200000,9662.7800000,9699.0100000,586
20200519,160000,9699.0100000,9731.4300000,9644.5800000,9685.9100000,553
20200519,170000,9685.9100000,9729.9600000,9664.2400000,9697.8900000,444
20200519,180000,9696.1700000,9717.5100000,9618.3800000,9662.9000000,463
20200519,190000,9665.3200000,9720.0000000,9651.6300000,9702.4000000,329
20200519,200000,9702.3100000,9720.0000000,9635.6200000,9641.3800000,506
20200519,210000,9641.3800000,9701.1900000,9618.3000000,9688.5200000,354
20200519,220000,9692.3900000,9699.7600000,9665.1500000,9688.5800000,258
20200519,230000,9688.5800000,9771.8700000,9655.1800000,9759.0100000,393
20200520,000000,9759.0100000,9796.1900000,9709.9900000,9783.7600000,618
20200520,010000,9783.5700000,9809.2500000,9733.1500000,9746.7300000,986
20200520,020000,9745.8700000,9768.2700000,9734.5600000,9742.7700000,390
20200520,030000,9742.7700000,9742.7700000,9705.0400000,9729.0200000,452
20200520,040000,9729.0200000,9776.4800000,9712.6600000,9720.8200000,379
20200520,050000,9720.7200000,9748.2400000,9700.0000000,9728.7300000,250
20200520,060000,9728.7200000,9745.2100000,9716.2100000,9745.2100000,200
20200520,070000,9745.2100000,9836.9900000,9639.8700000,9715.9200000,876
20200520,080000,9715.9200000,9778.0000000,9700.0000000,9760.5500000,513
20200520,090000,9760.5500000,9789.7800000,9738.6000000,9774.3100000,351
20200520,100000,9774.3100000,9795.0000000,9742.3300000,9782.8400000,260
20200520,110000,9781.5700000,9805.1500000,9725.4800000,9772.2200000,209
20200520,120000,9773.5300000,9778.9300000,9709.7300000,9720.0000000,202
20200520,130000,9720.0200000,9782.3700000,9713.3800000,9763.2800000,333
20200520,140000,9763.2700000,9792.0700000,9744.1200000,9782.0300000,318
20200520,150000,9782.0300000,9796.9700000,9758.5600000,9766.5700000,431
20200520,160000,9766.5700000,9766.5700000,9294.5400000,9408.7700000,4816
20200520,170000,9404.5800000,9519.9900000,9333.5000000,9489.8000000,2139
20200520,180000,9489.7900000,9545.0000000,9441.0000000,9536.5000000,875
20200520,190000,9536.5000000,9544.5000000,9501.6200000,9534.2100000,468
20200520,200000,9534.2200000,9539.0000000,9484.7400000,9533.4500000,413
20200520,210000,9533.4500000,9597.0000000,9513.9300000,9592.7000000,485
20200520,220000,9592.7000000,9592.7000000,9541.0000000,9550.0000000,392
20200520,230000,9549.9900000,9569.0000000,9500.0000000,9518.9500000,344
20200521,000000,9518.9500000,9546.4900000,9440.0000000,9509.4100000,810
20200521,010000,9509.4000000,9568.0000000,9475.5400000,9555.0000000,430
20200521,020000,9554.9900000,9556.6000000,9501.5900000,9510.0100000,280
20200521,030000,9508.3900000,9525.0000000,9450.0000000,9463.0900000,430
20200521,040000,9463.0900000,9492.0200000,9440.0000000,9469.0000000,411
20200521,050000,9469.0000000,9488.3400000,9418.0000000,9473.6700000,594
20200521,060000,9473.6700000,9509.3900000,9473.5500000,9490.0000000,330
20200521,070000,9489.9900000,9520.9400000,9475.4300000,9478.8900000,242
20200521,080000,9479.1700000,9486.1800000,9436.0000000,9443.2600000,313
20200521,090000,9443.2800000,9498.6400000,9246.7900000,9366.9900000,1532
20200521,100000,9366.9900000,9421.9600000,9282.4800000,9286.3900000,580
20200521,110000,9286.3800000,9362.0000000,9215.0100000,9359.9000000,905
20200521,120000,9359.9000000,9378.0100000,9328.2400000,9374.0200000,374
20200521,130000,9375.5600000,9381.4400000,9304.9700000,9347.3300000,477
20200521,140000,9347.3200000,9377.8500000,9235.0200000,9281.8400000,821
20200521,150000,9278.7400000,9305.0000000,8921.3200000,9071.0500000,6213
20200521,160000,9071.0500000,9140.0000000,9038.9900000,9074.2300000,1835
20200521,170000,9073.2700000,9123.0300000,9026.8200000,9069.1700000,1534
20200521,180000,9069.1600000,9091.0200000,8960.0000000,8991.1100000,1433
20200521,190000,8989.8200000,8990.9200000,8800.0000000,8815.2700000,3544
20200521,200000,8815.2600000,9090.0000000,8800.0000000,9059.1900000,2745
20200521,210000,9059.1800000,9080.7800000,9001.4700000,9055.7900000,587
20200521,220000,9055.7900000,9147.9000000,9045.4300000,9103.4300000,817
20200521,230000,9103.4300000,9156.3000000,9095.1800000,9114.2700000,963
20200522,000000,9114.2800000,9124.8400000,9023.9000000,9061.9600000,713
20200522,010000,9059.3200000,9061.0500000,8967.1500000,9018.9900000,974
20200522,020000,9018.9900000,9125.4200000,9015.2900000,9085.0300000,676
20200522,030000,9089.6000000,9112.0000000,9030.6800000,9031.1100000,363
20200522,040000,9031.3700000,9064.4400000,8953.1700000,8982.3000000,738
20200522,050000,8981.4300000,9026.6200000,8923.5000000,8984.3700000,892
20200522,060000,8984.3500000,9062.6100000,8952.5400000,9036.4600000,490
20200522,070000,9039.9900000,9094.2800000,9024.8400000,9079.4500000,460
20200522,080000,9079.4500000,9112.2900000,9045.6100000,9071.3300000,545
20200522,090000,9071.3400000,9104.3600000,9035.3700000,9079.0000000,397
20200522,100000,9079.0000000,9099.0000000,9041.9500000,9098.9900000,258
20200522,110000,9099.0000000,9189.0000000,9099.0000000,9161.5500000,671
20200522,120000,9161.5600000,9184.5400000,9126.6000000,9164.2000000,369
20200522,130000,9165.6000000,9198.0000000,9143.0000000,9172.0100000,500
20200522,140000,9172.0100000,9176.5300000,9075.2900000,9106.9700000,532
20200522,150000,9106.9700000,9167.9800000,9106.9700000,9132.9100000,456
20200522,160000,9134.7000000,9224.3800000,9131.5300000,9224.3800000,922
20200522,170000,9224.3800000,9249.9900000,9184.8500000,9249.0700000,993
20200522,180000,9248.4400000,9267.3400000,9180.7500000,9197.7400000,1014
20200522,190000,9199.4600000,9227.2100000,9178.4000000,9204.8000000,426
20200522,200000,9203.9000000,9227.3000000,9142.0100000,9173.3300000,605
20200522,210000,9173.3300000,9214.9200000,9129.4000000,9180.5300000,586
20200522,220000,9182.4400000,9208.1900000,9170.0000000,9205.1600000,310
20200522,230000,9205.1700000,9217.7600000,9180.0100000,9200.4400000,277
20200523,000000,9200.4400000,9200.9900000,9133.8300000,9168.8400000,285
20200523,010000,9168.8400000,9258.6800000,9168.8300000,9248.3700000,415
20200523,020000,9247.9900000,9278.0000000,9230.0100000,9244.7500000,495
20200523,030000,9244.9900000,9295.0000000,9241.1000000,9280.0100000,448
20200523,040000,9280.0100000,9313.8300000,9277.3400000,9295.3000000,378
20200523,050000,9294.6600000,9310.0000000,9245.6100000,9262.6900000,265
20200523,060000,9262.6800000,9269.1700000,9240.0000000,9268.6000000,263
20200523,070000,9268.5900000,9268.5900000,9215.0000000,9243.6600000,294
20200523,080000,9243.6600000,9270.0000000,9228.1000000,9259.2200000,128
20200523,090000,9259.2300000,9259.2300000,9164.7700000,9191.5100000,307
20200523,100000,9192.2400000,9203.3200000,9115.6700000,9140.0000000,265
20200523,110000,9140.0000000,9150.0000000,9097.2900000,9140.8700000,340
20200523,120000,9140.8600000,9198.0900000,9133.8800000,9183.0000000,428
20200523,130000,9182.8500000,9182.8500000,9090.1100000,9134.7900000,358
20200523,140000,9134.7800000,9175.3400000,9112.5300000,9155.5600000,300
20200523,150000,9155.5600000,9220.0000000,9139.4800000,9201.1900000,261
20200523,160000,9201.4700000,9216.0400000,9171.8000000,9198.5500000,271
20200523,170000,9198.5500000,9213.0000000,9140.8500000,9175.8500000,240
20200523,180000,9175.2200000,9204.6900000,9164.7900000,9182.9900000,150
20200523,190000,9183.0000000,9209.8500000,9151.8600000,9163.8500000,186
20200523,200000,9163.8500000,9195.9300000,9128.2000000,9186.7100000,205
20200523,210000,9186.7000000,9250.0000000,9170.0000000,9238.4500000,226
20200523,220000,9236.2300000,9243.9800000,9213.2200000,9231.3400000,222
20200523,230000,9231.3400000,9248.5500000,9212.9900000,9233.4800000,128
20200524,000000,9233.4800000,9235.0000000,9156.0000000,9181.7600000,263
20200524,010000,9181.0900000,9217.2000000,9123.9800000,9201.2200000,360
20200524,020000,9201.1000000,9212.0000000,9175.2200000,9176.8600000,244
20200524,030000,9176.8500000,9234.9400000,9175.2200000,9202.0100000,138
20200524,040000,9202.0200000,9222.7800000,9168.3800000,9197.6800000,237
20200524,050000,9197.6700000,9223.5400000,9193.2100000,9195.6200000,87
20200524,060000,9195.6200000,9219.2800000,9187.0100000,9215.1700000,111
20200524,070000,9215.1700000,9306.2300000,9215.1700000,9280.4300000,538
20200524,080000,9286.6100000,9293.6400000,9249.8800000,9263.6300000,143
20200524,090000,9262.3900000,9280.1700000,9247.3000000,9265.1200000,99
20200524,100000,9265.1200000,9301.2000000,9263.1000000,9270.9900000,183
20200524,110000,9270.9900000,9290.8800000,9258.6000000,9268.2800000,101
20200524,120000,9268.2900000,9268.3900000,9090.0000000,9116.5000000,657
20200524,130000,9116.3700000,9177.6500000,9090.0000000,9159.8800000,378
20200524,140000,9159.8800000,9159.8800000,9038.0400000,9090.3900000,630
20200524,150000,9090.3900000,9090.3900000,9001.0700000,9074.3700000,646
20200524,160000,9074.3700000,9092.3600000,9026.1500000,9055.2700000,385
20200524,170000,9056.1600000,9056.1600000,8850.5000000,8939.4100000,2058
20200524,180000,8937.5700000,8980.0000000,8921.6500000,8943.4100000,658
20200524,190000,8946.1900000,8980.0000000,8893.2700000,8940.3300000,561
20200524,200000,8940.2600000,9040.8600000,8937.4900000,9015.7000000,496
20200524,210000,9016.5800000,9041.1600000,8985.2100000,9001.0100000,343
20200524,220000,9001.0100000,9084.9700000,9000.1500000,9057.2900000,354
20200524,230000,9057.3100000,9065.3400000,9013.8300000,9039.6600000,256
20200525,000000,9039.6800000,9050.0000000,8680.7000000,8715.7300000,3324
20200525,010000,8715.6900000,8818.4200000,8632.9300000,8808.4600000,2120
20200525,020000,8807.5100000,8809.1000000,8762.5000000,8792.1600000,542
20200525,030000,8792.1600000,8818.4300000,8763.7800000,8793.2000000,432
20200525,040000,8793.1900000,8794.5200000,8741.0000000,8782.2100000,649
20200525,050000,8782.2000000,8810.0000000,8767.3900000,8808.0600000,241
20200525,060000,8808.0600000,8819.5300000,8759.2000000,8778.4700000,305
20200525,070000,8780.9600000,8810.0000000,8757.8800000,8788.0900000,442
20200525,080000,8787.5600000,8870.2600000,8773.2500000,8863.4500000,368
20200525,090000,8863.4400000,8879.9900000,8823.0000000,8823.0300000,250
20200525,100000,8823.0300000,8873.3300000,8714.7400000,8757.6700000,636
20200525,110000,8759.4500000,8796.5700000,8679.0000000,8689.6800000,611
20200525,120000,8689.1800000,8763.6700000,8674.2100000,8753.0000000,389
20200525,130000,8752.3900000,8787.1700000,8736.0900000,8760.8100000,420
20200525,140000,8762.4800000,8835.7600000,8733.6800000,8814.2800000,341
20200525,150000,8814.2900000,8861.6600000,8718.2600000,8753.4600000,861
20200525,160000,8753.4500000,8802.5100000,8740.3100000,8780.5400000,460
20200525,170000,8780.5400000,8845.2100000,8764.5100000,8808.4800000,433
20200525,180000,8808.4800000,8923.6200000,8792.4800000,8894.9600000,660
20200525,190000,8894.9600000,8911.1800000,8860.0200000,8889.6800000,529
20200525,200000,8889.6700000,8977.0000000,8876.1800000,8934.0400000,629
20200525,210000,8934.0500000,8949.0000000,8900.0000000,8918.0200000,310
20200525,220000,8918.0200000,8929.8100000,8871.0100000,8902.6700000,300
20200525,230000,8902.6600000,8923.8300000,8871.1000000,8903.2400000,205
20200526,000000,8903.7400000,8935.0000000,8890.5700000,8899.3100000,186
20200526,010000,8900.0000000,8922.1000000,8825.0100000,8860.0000000,528
20200526,020000,8861.0000000,8888.8400000,8850.1200000,8882.0800000,301
20200526,030000,8881.2700000,8917.9800000,8874.1900000,8875.1600000,286
20200526,040000,8875.1500000,8930.0000000,8865.9500000,8903.5100000,295
20200526,050000,8903.5000000,8923.3400000,8880.0000000,8904.6900000,224
20200526,060000,8904.6900000,8940.4700000,8891.4700000,8935.0100000,583
20200526,070000,8935.0100000,8940.4100000,8877.5800000,8889.0500000,338
20200526,080000,8889.0600000,8964.7900000,8859.7800000,8957.1900000,449
20200526,090000,8957.2000000,9016.9900000,8942.1000000,8963.4700000,472
20200526,100000,8963.4600000,8994.4100000,8870.4300000,8888.4500000,561
20200526,110000,8888.4500000,8894.3200000,8830.0000000,8860.0100000,609
20200526,120000,8860.0000000,8882.3700000,8840.0100000,8866.1000000,285
20200526,130000,8861.8600000,8911.2700000,8790.0000000,8816.2200000,900
20200526,140000,8816.2100000,8860.2700000,8787.9200000,8807.3600000,658
20200526,150000,8809.6900000,8860.9600000,8793.5500000,8814.1300000,517
20200526,160000,8814.1300000,8832.4400000,8700.6600000,8723.7200000,1232
20200526,170000,8723.7100000,8807.8600000,8694.2300000,8788.3100000,762
20200526,180000,8788.4100000,8819.9700000,8779.1400000,8811.6000000,386
20200526,190000,8811.6100000,8822.9900000,8794.5800000,8812.0000000,445
20200526,200000,8812.0100000,8812.0100000,8759.0000000,8794.2800000,345
20200526,210000,8794.2700000,8881.8600000,8794.2700000,8860.8600000,481
20200526,220000,8857.4200000,8881.6100000,8831.3200000,8845.5000000,348
20200526,230000,8845.5000000,8845.5000000,8803.2100000,8830.1100000,283
20200527,000000,8832.4800000,8854.5000000,8819.5200000,8844.4200000,207
20200527,010000,8844.4100000,8896.7600000,8833.5800000,8885.0100000,483
20200527,020000,8885.0100000,8890.6600000,8847.2000000,8851.5900000,224
20200527,030000,8851.6600000,8877.2200000,8811.4600000,8818.7300000,338
20200527,040000,8817.9800000,8852.0300000,8817.1800000,8825.8500000,207
20200527,050000,8825.8400000,8857.5500000,8825.0000000,8857.5500000,137
20200527,060000,8859.9100000,8876.4500000,8852.8500000,8875.0000000,112
20200527,070000,8874.9900000,8882.6900000,8831.3800000,8840.0100000,102
20200527,080000,8840.0100000,8859.9900000,8831.6300000,8841.0500000,93
20200527,090000,8841.0500000,8955.9200000,8841.0500000,8930.4800000,541
20200527,100000,8929.7300000,8937.6400000,8906.0300000,8927.1700000,197
20200527,110000,8924.0200000,9178.0000000,8920.0600000,9126.7100000,1648
20200527,120000,9128.2300000,9163.1300000,9107.0700000,9148.7200000,558
20200527,130000,9148.7200000,9191.7000000,9133.0000000,9148.7200000,912
20200527,140000,9148.0700000,9187.0900000,9128.4700000,9147.5500000,588
20200527,150000,9147.5500000,9175.0300000,9124.6600000,9155.1100000,460
20200527,160000,9155.1000000,9230.0000000,9126.0100000,9145.9800000,835
20200527,170000,9145.9800000,9191.0900000,9139.1700000,9171.9500000,478
20200527,180000,9172.3600000,9223.5800000,9168.2700000,9195.3900000,561
20200527,190000,9195.3900000,9200.0000000,9158.3300000,9169.6200000,335
20200527,200000,9169.6200000,9172.8700000,9139.0100000,9154.9900000,398
20200527,210000,9157.2800000,9175.0000000,9154.7200000,9163.7300000,255
20200527,220000,9163.7300000,9163.7400000,9060.0000000,9068.0000000,584
20200527,230000,9068.0000000,9127.8600000,9051.0300000,9097.2500000,334
20200528,000000,9097.2600000,9211.6100000,9091.0500000,9208.5300000,574
20200528,010000,9208.5300000,9289.0000000,9166.8900000,9271.4100000,795
20200528,020000,9271.4100000,9283.5300000,9217.2900000,9220.2500000,894
20200528,030000,9220.2400000,9234.6500000,9163.9700000,9201.9800000,354
20200528,040000,9200.0900000,9200.1000000,9155.0000000,9166.3800000,279
20200528,050000,9166.3700000,9199.9900000,9131.7700000,9176.2800000,282
20200528,060000,9176.2800000,9177.0300000,9118.0900000,9164.9300000,135
20200528,070000,9165.7600000,9174.0000000,9147.3100000,9166.7500000,130
20200528,080000,9166.7500000,9182.8200000,9123.3700000,9145.5000000,171
20200528,090000,9144.1000000,9188.2300000,9112.0000000,9188.2100000,126
20200528,100000,9188.2400000,9204.9900000,9174.1100000,9203.2300000,304
